,Title,Year of Release,Watch Time,Genre,Movie Rating,Metascore of movie,Director,Cast,Votes,Description
640,Face Off Stand Up Comedy,2007,31 min,"
Short, Comedy            ",NA,NA,Daniel Duwa,,NA,Add a Plot
641,Contained,2020,NA,"
Short, Drama            ",NA,NA,Martin Kigondu,"Martin Kigondu,Akinyi Oluoch",NA,A couple's love and resilience is truly tested when an unforeseen season tosses them into the unfamiliar.
642,Tracks on the Sand,2016 TV Movie,71 min,"
Documentary            ",NA,NA,Jon Cuesta,,NA,"Hayat was born in Mogadishu (Somalia) in 1989, but had to flee from the country before she was even two years old to avoid the armed conflict that is still going on today. More than 20 ...                See full summary »"
643,"Samburu Initiation, Kenya",2018,NA,"
Documentary, Short            ",NA,NA,Kire Godal,,NA,Add a Plot
644,Light Within the Cracks,2019,50 min,"
Documentary            ",NA,NA,Richard Wolf,,NA,"A non-profit org. making a profound difference in the Kibera Slum in Nairobi, Kenya ."
645,Kichwateli,2011,8 min,"
Short, Drama            ",NA,NA,Bobb Muchiri,Carlton Namai,NA,Add a Plot
646,Let Them Eat Cake - Director's Cut,2014,81 min,"
Documentary, History            ",NA,NA,Alexis Krasilovsky,"Philippe Conticini,Rogene Garambullo,Lossi Kilia,Coskun Kocak",NA,"Six years in the making, filmed in a dozen countries, 'Let Them Eat Cake' is a poetic film essay that runs the full range from the pleasures and perils of overeating to the tragedies of world hunger."
647,Bible College Movement in East Africa,Video,94 min,"
Documentary            ",NA,NA,Choir From Bcea,"Peter Eribariki,Ephraim From Ethiopia,Stephen Marsila",NA,Add a Plot
648,There Will Always be Lions?,2012,22 min,"
Short, Documentary            ",NA,NA,Kire Godal,,NA,Add a Plot
649,Aitoropil Enkang: Death Means Moving,2012 Video,30 min,"
Documentary, Short, Drama            ",NA,NA,Barbara Hoffman,,NA,"Embu Otuni Mateu lived in a traditional Maasai homestead (enkang) with his three wives, their children, and his herd. At age 75, he died in the homestead. For the Maasai, the place is now ...                See full summary »"
650,Sabina's Encounter,1991,37 min,"
Short, Drama            ",NA,NA,Albert Wandago,"Emily Akuno,Philip Chege,Margaret Nyacheo,Martin Okello",NA,A story from across Africa. A barren woman and her struggle with self esteem. Who does she go to to seek peace when her estranged husband pursues her to punish her for something she has no ...                See full summary »
651,Lysander's Song,2011,27 min,"
Documentary, Short, Adventure            ",NA,NA,Cyril Christo,"Marie Wilkinson,Marie Wilkinson",NA,"What does the future of the elephant have to do with the future of childhood? Everything. The film combines wildlife footage with the concerns and legends of the indigenous people, ...                See full summary »"
652,Boran Herdsmen,1974,18 min,"
Short            ",NA,NA,Paul Baxter,"James Blue,David MacDougall",NA,This film demonstrates the time-honored solutions to the problems associated with the Boran's dependence on cattle for living.
653,"One Goal, One Hope",2010,14 min,"
Documentary, Short, Biography            ",NA,NA,Jeff Mohammed,James Ochieng,NA,"James Ochieng was a boy growing up in rural Kenya in 1995 when he lost one of his legs to polio. After his family was accused of witchcraft for his impairment, James fled his rural home in ...                See full summary »"
654,The Burning Up North,,NA,"
Drama            ",NA,NA,Gift Keli,,NA,Add a Plot
655,Seven sins of civilization,2017,77 min,"
Documentary            ",NA,NA,Ivan Krsiak,"Lubo Viluda,Lubomir Viluda",NA,"Terrorist attacks have become a daily reality and climate change is no longer just a problem of the future. Moreover, a migration tsunami has rolled over the Europe and a problem occurred. ...                See full summary »"
656,Fault,III 2020,NA,"
Short, Thriller            ",NA,NA,Viboks Dimore,"Winnie Doxa,Douglas Muigai,Samantha Wambui",NA,Gender-based violence destroys the peacefulness of families and psychologically affects children in more ways than one.
657,Inspire Hope,2016,51 min,"
Documentary            ",NA,NA,Bryon Evans,,NA,"Brian, a motivational speaker, starts a shoe donation campaign that sends himself and a group of U.S. students to an orphanage in Kenya. There, they discover the children's remarkable ...                See full summary »"
658,Our World,1999,NA,NA,NA,NA,NA,,NA,Add a Plot
659,Pendo,2017,7 min,"
Short, Drama            ",NA,NA,Faith Musembi,"Gilbert K. Lukalia,Olwenya Maina",NA,Filo is a desperate man at the end of his road. He seeks out Reverend Wafula for some answers.
660,20 Liters,2019,14 min,"
Short            ",NA,NA,Andy Seiler,Aaron Thomas,NA,Add a Plot
661,The Oath,2005,23 min,"
Drama, Short            ",9.2,NA,Nathan Collett,"Gary Cattermole,George Maina Gakiri,Joseph Kimani,Simon J. Smithers",16,"In present-day Kenya, the legacy of the Mau Mau is kept alive, never to be forgotten."
662,Nielimishe,2020,13 min,"
Documentary, Short            ",NA,NA,Wanjeri Gakuru,"Rose Achala,Francis Ekai,Benedictar Kyule,James Mwangi",NA,Add a Plot
663,Mbeti: Road to Kisesini,2014,17 min,"
Documentary, Short, Biography            ",NA,NA,Mbeti Wambua,,NA,"In Kenya and other African countries many newborns die within the first week of life, usually from infection or other preventable causes. Mbeti: Road to Kisesini is the title of a ...                See full summary »"
664,'Know Your Constitution': Kenya Referendum,2010 TV Short,15 min,"
Documentary, Short            ",NA,NA,Victor Gatonye,"Hakim Abdi,Melvin Alusa,Janet Kirina,Leornard Mambo Mbotela",NA,Add a Plot
665,The Dawn Will Break,2018,40 min,"
Documentary, Short            ",NA,NA,David Alexander,,NA,The Dawn Will Break is the never-been-told story of the 'Lost Girls of Sudan' and the extraordinary women who saved them from genocide and hopelessness.
666,Elephants Never Forget,2011,20 min,"
Documentary, Short, News            ",NA,NA,NA,,NA,IFAW's 2011 Animal Action Education video featuring elephants.
667,Domestic Disturbance,2007,5 min,"
Animation, Short, Comedy            ",NA,NA,Waithaka Gatumia,"Gatumia Gatumia,Stephen Katingima,Sheila Waithaka,Charles Ouda,June Gachui",NA,"When a father of three and husband to one tries to settle down to answer a call of nature he is repeatedly interrupted and soon, his hopes of spending a relaxing, quiet day alone quickly come undone."
668,Crescendo: Un viaggio nell'altra Africa,2010,45 min,"
Documentary, Drama, Family            ",NA,NA,Jonah Lynch,"Giacomo Prestinari,Alberto Mancioppi,Stefania Pepe,Giacomo Zito",NA,"On the outskirts of Nairobi a new world is being born. In the neighborhood of Kahawa Sukari (kiswahili for 'coffee and sugar', not far from Karen Blixen's plantation immortalized in 'Out of...                See full summary »"
669,Kenya Rising,2012 TV Movie,25 min,"
Documentary            ",NA,NA,Anjali Nayar,,NA,Can an award-winning Kenyan photojournalist set his camera aside and build a movement to fight political corruption?
670,Hustle Smart,2013,7 min,"
Documentary, Short, Biography            ",NA,NA,Victoria Tunbridge,Dennis Poeta,NA,"Dennis, a young poet, explores his struggles as an idle youth living in Huruma, a slum in Nairobi, Kenya. With the help of an organization called Slumcode, Dennis works to develop his ...                See full summary »"
671,The Price of a Daughter,2003,84 min,"
Drama            ",7.2,NA,Jane Munene,,7,"The price of a Daughter revolves around Naisenya who is pulled out of school at 14 to be forcefully circumcised before being given away to an older man as a wife. However, she defies the ...                See full summary »"
672,I Know a Man ... Ashley Bryan,2016 Video,16 min,"
Documentary, Short, Biography            ",NA,NA,Richard Kane,,NA,"'I Know a Man ... Ashley Bryan' is about this 95-year-old artist who celebrates the awe and wonder of childhood in us all. Born in Harlem and raised in the Bronx, Ashley's talent was ...                See full summary »"
673,Toto's Journey,2006,2 min,"
Animation, Short            ",NA,NA,Alfred Muchilwa,Godfrey Semwaiko,NA,Add a Plot
674,A Wife Among Wives,1981,72 min,"
Documentary            ",6.8,NA,David MacDougall,Judith MacDougall,6,David and Judith MacDougall are exploring the marriage rituals and roles of Turkana women in this ethnographic documentary. The film's biggest part is taken up by talks between the Turkana ...                See full summary »
675,Ta Kimbia,2009,81 min,"
Drama, Sport            ",NA,NA,Noorjehan Bandali,Daniel Kinyanjui,NA,"A Kenyan boy dreams of running a marathon. But he must give up his hopes to support his family; when he struggles against poverty, corruption and family pressure he finally achieves his dream, at a heavy price."
676,A World in Passing,2012,6 min,"
Documentary, Short            ",NA,NA,Suzette Heald,"James Uren,Chacha Maroa",NA,"Ritual Elder of the Inchama,Chacha Maroa,talks about a changing world and a changing power in rural Kenya"
677,Eluding Damnation,2017,90 min,"
Crime            ",NA,NA,Esir Mmanga,"Ellaine Khamie,Douglas Muigai,Jack Mutinda",NA,The son of a rich dug lord is left in charge of the narcotics business but ends up driving the business to the ground.
678,"Farm Visit at Thika, Gatanga, Kenya",2016 Video,15 min,"
Documentary, Short            ",NA,NA,Kennedy Ngumi,"Ernest Kimani,Carl Peter",NA,Add a Plot
679,Inner Beauty How Lisa got her self-confidence back,2019,60 min,"
Romance            ",NA,NA,Grace Kahaki Munthali,"Elle Ciru Mberia,Angela Mw,Kone Nouhoum,Quincy Wandera",NA,Add a Plot
680,Baba Twins,2021,90 min,"
Comedy, Drama            ",NA,NA,Lawrence Murage,"Kui Kabala,King Kalala,Annstella Karimi,Ray Kiragu",NA,"This coming-of-age comedy drama follows Tony and Wamz, a young couple who are thrown into the middle of raising twins just when their careers are beginning to take off. The easy-going, ...                See full summary »"
681,The Legend of Ngong Hills,2012,9 min,"
Animation, Short            ",NA,NA,Kwame Nyong'o,Derrick Assetto,NA,Add a Plot
682,Dead Wrong,II 2013,NA,"
Short            ",NA,NA,Mwende Ngao,,NA,Add a Plot
683,River of Muddy Water: UNESCO,2013,25 min,"
Documentary, Short, Adventure            ",NA,NA,Sara Sadri,Sara Sadri,NA,"The River of Muddy Water looks at the many challenges to water security in Kenya. It shows the confluence of Maasai farmers who rely on the Ewaso Ngiro river, scientists studying and ...                See full summary »"
684,Path of a Nomad: An Explorer's Odyssey,2003,NA,NA,NA,NA,Kire Godal,"Sebastian Fleming,John Moller",NA,Add a Plot
685,Pamela,2008,12 min,"
Short, Drama            ",NA,NA,James Kanja,"Ken Ambani,Nestor Njambi,Lucia Shikuku",NA,"5-year old Pamela is deeply affected by her parents marital problems. One day, at school, her teacher ask the class to draw daddy and mummy."
686,Ras Star,2006,27 min,"
Short, Drama            ",NA,NA,Wanuri Kahiu,"Faith Nancy Cowie,Isaac Kiarie,Valentine Musyoki,Catherine Muthoni",NA,Teenage rapper Amani lives with her devout Islamic uncle and aunt in Nairobi and secretly practices for a talent contest. Her brother Abdosh wants to be her manager. However they become ...                See full summary »
687,Maasai 10th Lost Tribe of Israel,2014,61 min,"
Documentary, Biography, Drama            ",6.9,NA,Dante Tanikie-Montagnani,,9,"This film is a snapshot of a way of life that is slowly disappearing in Samburu, Kenya. Every generation a group of boys must undergo a series of rituals in order to become a Maasai warrior...                See full summary »"
688,Mission Possible: Surgical Mission Kenya,2008 Video,40 min,"
Documentary, Short, Action            ",NA,NA,Patrick Heaphy,,NA,Mission Possible: Surgical Mission Kenya is an insiders look at a medical mission to the third world. Crisis and life and death decisions in the remote bush of Kenya give anesthesiologist ...                See full summary »
689,The Last Dance,,NA,"
Documentary            ",NA,NA,Gareth Roriston,"Badiva-Kirbai-Wario,Gareth Roriston,Guyo-Badiva-Kirbai",NA,Add a Plot
690,I just missed you,2020,NA,"
Short, Comedy            ",NA,NA,Arjen Westra,,NA,Add a Plot
691,Brotherhood: America's First Muslim Fraternity,2018,180 min,"
Documentary            ",NA,NA,Wheeler Sparks,,NA,"The members of the first Muslim fraternity pursue their American identity amidst religious controversy, forbidden love, loss of life and the birth of a child."
692,Mama Sweetie,2010,55 min,"
Documentary, Biography, Drama            ",NA,NA,NA,,NA,"The true story of Patricia Sawo, a Kenyan woman who, along with her family, created the HIV/AIDS orphanage called The Discover to Recover Centre (DTRC). Located in Africa in Kitale, Kenya ...                See full summary »"
693,Peaceful Thoughts,2011 Video,9 min,"
Documentary, Short, War            ",NA,NA,Marine Mane,Jen Marlowe,NA,"In October 2000, twelve unarmed Palestinian-Israelis were killed by Israeli security forces. One was a seventeen year old boy named Aseel Asleh. Aseel was shot point blank in the neck by ...                See full summary »"
694,In Shadows,2018,18 min,"
Short, Drama            ",NA,NA,Zippy Kimundu,"Ryan Kamura,Lenana Kariba,Oliver Kobia,Pauline Kyama",NA,"A young boy loses his parents in war and finds refuge in the city, but his past controls his extreme emotions that nearly cost him his life."
695,Get Laid,2019,NA,"
Short, Drama            ",NA,NA,Wanjeri Gakuru,"Patricia Kihoro,Willy Mwangi,Emma Nzioka,Kimani Waweru",NA,Add a Plot
